Category,Message
ham,"A few people are at the game, I'm at the mall with iouri and kaila"
ham,I want to be there so i can kiss you and feel you next to me
ham,Ok... Help me ask if she's working tmr a not?
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
ham,Go where n buy? Juz buy when we get there lar.
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,She's borderline but yeah whatever.
ham,Are you angry with me. What happen dear
spam,You have 1 new message. Please call 08718738034.
ham,I'm very happy for you babe ! Woo hoo party on dude!
ham,Oh...i asked for fun. Haha...take care. ü
ham,TaKe CaRE n gET WeLL sOOn
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,(You didn't hear it from me)
ham,Ok i go change also...
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
ham,Change again... It's e one next to escalator...
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
ham,Oic... Then better quickly go bathe n settle down...
ham,Okay same with me. Well thanks for the clarification
ham,Haha... can... But i'm having dinner with my cousin...
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,Hope you are having a great day.
ham,I place all ur points on e cultures module already.
ham,WHITE FUDGE OREOS ARE IN STORES
ham,I dont. Can you send it to me. Plus how's mode.
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham,"Sorry, I can't help you on this."
ham,K.k:)advance happy pongal.
ham,Lol boo I was hoping for a laugh
ham,Huh so early.. Then ü having dinner outside izzit?
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,Whatsup there. Dont u want to sleep
ham,Umma. Did she say anything
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,What year. And how many miles.
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,Call me when u're done...
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,Dhoni have luck to win some big title.so we will win:)
ham,"Nah man, my car is meant to be crammed full of people"
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
ham,Huh so fast... Dat means u havent finished painting?
ham,Hey are you angry with me. Reply me dr.
ham,"Ah, well that confuses things, doesn‘t it?"
ham,"I can't, I don't have her number!"
ham,I cant pick the phone right now. Pls send a message
ham,In da car park
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham,Have you got Xmas radio times. If not i will get it now
ham,Does daddy have a bb now.
ham,Shall i ask one thing if you dont mistake me.
ham,"Sir, i am waiting for your call, once free please call me."
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,I knew it... U slept v late yest? Wake up so late...
ham,Dear reached railway. What happen to you
ham,Carlos'll be here in a minute if you still need to buy
ham,K I'll be sure to get up before noon and see what's what
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,How much would it cost to hire a hitman
ham,Wanna do some art?! :D
ham,Yupz... I've oredi booked slots 4 my weekends liao...
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,Sorry that was my uncle. I.ll keep in touch
ham,&lt;#&gt;  in mca. But not conform.
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,Dear we are going to our rubber place
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
ham,Should I be stalking u?
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,I've been trying to reach him without success
ham,Good Morning plz call me sir
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,Remember on that day..
ham,Hows the pain dear?y r u smiling?
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,Thanks for sending this mental ability question..
ham,Jus finish watching tv... U?
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Cos daddy arranging time c wat time fetch ü mah...
ham,I'm in a movie. Call me 4 wat?
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,Same to u...
ham,You're right I have now that I think about it
ham,You'd like that wouldn't you? Jerk!
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,Actually getting ready to leave the house.
ham,Im good! I have been thinking about you...
ham,Yar but they say got some error.
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
ham,Ha ha cool cool chikku chikku:-):-DB-)
ham,But if she.s drinkin i'm ok.
ham,No need to say anything to me. I know i am an outsider
ham,Where in abj are you serving. Are you staying with dad or alone.
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,Lol alright i was thinkin that too haha
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,Then cant get da laptop? My matric card wif ü lei...
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
ham,Mm so you asked me not to call radio
ham,"Aight, text me tonight and we'll see what's up"
ham,Ofcourse I also upload some songs
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,"Awesome, that gonna be soon or later tonight?"
ham,Ok.ok ok..then..whats ur todays plan
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
ham,As if i wasn't having enough trouble sleeping.
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
ham,Ok. I asked for money how far
ham,What's the significance?
ham,Now project pa. After that only i can come.
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,Bugis oso near wat...
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,You intrepid duo you! Have a great time and see you both soon.
ham,Wif my family booking tour package.
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage."
ham,K...k...when will you give treat?
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,At 7 we will go ok na.
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,I'm leaving my house now...
ham,Or remind me in a few hrs.
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,Thank You meet you monday
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham,I'm at home n ready...
ham,And do you have any one that can teach me how to ship cars.
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,But i'm surprised she still can guess right lor...
ham,Do you work all this week ?
ham,Pandy joined 4w technologies today.he got job..
ham,Yes.mum lookin strong:)
ham,I guess it is useless calling u 4 something important.
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,"Alright if you're sure, let me know when you're leaving"
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,Why tired what special there you had
ham,What???? Hello wats talks email address?
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,She.s find. I sent you an offline message to know how anjola's now.
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,It has issues right now. Ill fix for her by tomorrow.
ham,S.i think he is waste for rr..
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
ham,Package all your programs well
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,K..i deleted my contact that why?
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,Meet after lunch la...
ham,If we win its really no 1 side for long time.
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,I dont thnk its a wrong calling between us
ham,Whats the staff name who is taking class for us?
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,That's significant but dont worry.
ham,Lmao!nice 1
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Me fine..absolutly fine
ham,Nah dub but je still buff
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
ham,Are you there in room.
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
ham,"Alright omw, gotta change my order to a half8th"
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,That is wondarfull song
ham,Die... Now i have e toot fringe again...
ham,Good morning princess! Have a great day!
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,Y ü wan to go there? C doctor?
ham,Ü give me some time to walk there.
ham,Lol! Oops sorry! Have fun.
ham,No pic. Please re-send.
ham,I'm home. Ard wat time will u reach?
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,Ok... C ya...
ham,I anything lor.
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,When u wana see it then
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,To day class is there are no class.
ham,Happy new year. Hope you are having a good semester
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
ham,I am in bus on the way to calicut
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,Yeah no probs - last night is obviously catching up with you... Speak soon
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
ham,Nvm take ur time.
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,"I can't right this second, gotta hit people up first"
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,Then dun wear jeans lor...
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
spam,Call FREEPHONE 0800 542 0578 now!
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,"K, text me when you're on the way"
ham,Any pain on urination any thing else?
ham,"Sorry, I'll call later"
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,Hey. You got any mail?
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,... Are you in the pub?
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,True. Its easier with her here.
ham,No but the bluray player can
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,Alright took the morphine. Back in yo.
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,That's one of the issues but california is okay. No snow so its manageable
ham,"Sorry, I'll call later"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
ham,Boy you best get yo ass out here quick
ham,S:)but he had some luck.2 catches put down:)
ham,Thankyou so much for the call. I appreciate your care.
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham,That seems unnecessarily affectionate
ham,I've told him that i've returned it. That should i re order it.
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,Are you up for the challenge? I know i am :)
ham,My sister got placed in birla soft da:-)
ham,But we havent got da topic yet rite?
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham,And you! Will expect you whenever you text! Hope all goes well tomo
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,Oh k. . I will come tomorrow
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,"Yeah, probably here for a while"
ham,Yes! How is a pretty lady like you single?
ham,Oh yah... We never cancel leh... Haha
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,India have to take lead:)
ham,"Sorry pa, i dont knw who ru pa?"
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
spam,#ERROR!
ham,My sister going to earn more than me da.
ham,If you're thinking of lifting me one then no.
ham,Its a part of checking IQ
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,Ü collecting ur laptop then going to configure da settings izzit?
ham,WOT U UP 2 J?
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,"Sorry, I'll call later"
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,Wat time u finish ur lect today?
spam,Adult 18 Content Your video will be with you shortly
ham,Good morning princess! How are you?
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,I will come tomorrow di
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
ham,"Come to mu, we're sorting out our narcotics situation"
ham,Tension ah?what machi?any problem?
ham,So how many days since then?
ham,Have a nice day my dear.
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,Otherwise had part time job na-tuition..
ham,Got it..mail panren paru..
ham,Give me a sec to think think about it
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,I cant pick the phone right now. Pls send a message
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,Thought praps you meant another one. Goodo! I'll look tomorrow
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,I finished my lunch already. U wake up already?
ham,Ok. She'll be ok. I guess
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,"Sorry, I can't help you on this."
ham,I hope your pee burns tonite.
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
spam,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...
ham,It only does simple arithmetic not percentages.
ham,I'm always looking for an excuse to be in the city.
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,I'm job profile seems like bpo..
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,What's a feathery bowa? Is that something guys have that I don't know about?
ham,"I just got home babe, are you still awake ?"
ham,How come i din c ü... Yup i cut my hair...
ham,Then ü come n pick me at 530 ar?
ham,K do I need a login or anything
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
ham,Ok.. Ü finishing soon?
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,WHORE YOU ARE UNBELIEVABLE.
ham,ALRITE
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,When you came to hostel.
ham,What Today-sunday..sunday is holiday..so no work..
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,Send me yetty's number pls.
ham,Somebody should go to andros and steal ice
ham,I am sorry it hurt you.
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,Oh:)as usual vijay film or its different?
ham,All will come alive.better correct any good looking figure there itself..
ham,Dun need to use dial up juz open da browser n surf...
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
ham,Thank you. I like you as well...
ham,"K, can I pick up another 8th when you're done?"
ham,And how's your husband.
ham,"I wake up long ago already... Dunno, what other thing?"
ham,Probably gonna swing by in a wee bit
ham,Ok no prob... I'll come after lunch then...
ham,Well thats nice. Too bad i cant eat it
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,I'm at home. Please call
